Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
PARC CLEMATIS,"900,000",452.09,"1,991",Jun-24,JALAN LEMPENG,Sub Sale,Strata,42,"21,429",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
THE PARC CONDOMINIUM,"2,220,000","1,216.33","1,825",Jun-24,WEST COAST WALK,Resale,Strata,113,"19,646",-,Condominium,1,Freehold,05,Outside Central Region,11 to 15
THE CLEMENT CANOPY,"1,385,000",731.95,"1,892",Jun-24,CLEMENTI AVENUE 1,Resale,Strata,68,"20,368",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,26 to 30
VILLAGE @ PASIR PANJANG,"1,500,000",839.59,"1,787",Jun-24,PASIR PANJANG ROAD,Resale,Strata,78,"19,231",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
FABER CREST,"1,240,000","1,033.34","1,200",Jun-24,FABER HEIGHTS,Resale,Strata,96,"12,917",-,Condominium,1,99 yrs lease commencing from 1996,05,Outside Central Region,01 to 05
DOVER PARKVIEW,"1,990,000","1,280.92","1,554",Jun-24,DOVER RISE,Resale,Strata,119,"16,723",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,11 to 15
PARC RIVIERA,"988,000",602.78,"1,639",Jun-24,WEST COAST VALE,Resale,Strata,56,"17,643",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,26 to 30
CLAVON,"1,488,000",764.24,"1,947",Jun-24,CLEMENTI AVENUE 1,Sub Sale,Strata,71,"20,958",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
PARC RIVIERA,"1,158,000",710.42,"1,630",Jun-24,WEST COAST VALE,Resale,Strata,66,"17,545",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,11 to 15
PARC CLEMATIS,"1,415,000",721.19,"1,962",Jun-24,JALAN LEMPENG,Sub Sale,Strata,67,"21,119",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
PARC CLEMATIS,"1,450,000",710.42,"2,041",Jun-24,JALAN LEMPENG,Sub Sale,Strata,66,"21,970",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
DOVER PARKVIEW,"2,000,000","1,248.62","1,602",Jun-24,DOVER RISE,Resale,Strata,116,"17,241",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,11 to 15
THE MAYLEA,"2,506,000","1,743.77","1,437",Jun-24,PASIR PANJANG ROAD,Resale,Strata,162,"15,469",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
WATERFRONT @ FABER,"2,000,000","1,388.56","1,440",Jun-24,FABER WALK,Resale,Strata,129,"15,504",-,Apartment,1,99 yrs lease commencing from 2013,05,Outside Central Region,01 to 05
NORMANTON PARK,"1,505,000",721.19,"2,087",Jun-24,NORMANTON PARK,Sub Sale,Strata,67,"22,463",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
PARC CLEMATIS,"1,580,000",742.72,"2,127",Jun-24,JALAN LEMPENG,Sub Sale,Strata,69,"22,899",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
ONE-NORTH RESIDENCES,"3,850,000","2,691","1,431",Jun-24,ONE-NORTH GATEWAY,Resale,Strata,250,"15,400",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,11 to 15
PARC CLEMATIS,"1,556,000",742.72,"2,095",Jun-24,JALAN LEMPENG,Sub Sale,Strata,69,"22,551",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
CLAVON,"1,658,000",764.24,"2,169",Jun-24,CLEMENTI AVENUE 1,Sub Sale,Strata,71,"23,352",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,36 to 40
CLAVON,"2,900,000","1,356.26","2,138",Jun-24,CLEMENTI AVENUE 1,Sub Sale,Strata,126,"23,016",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
NORMANTON PARK,"1,630,000",775.01,"2,103",Jun-24,NORMANTON PARK,Sub Sale,Strata,72,"22,639",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
FABER CREST,"1,570,000","1,259.39","1,247",Jun-24,FABER HEIGHTS,Resale,Strata,117,"13,419",-,Condominium,1,99 yrs lease commencing from 1996,05,Outside Central Region,01 to 05
SEAHILL,"1,080,000",710.42,"1,520",Jun-24,WEST COAST CRESCENT,Resale,Strata,66,"16,364",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,16 to 20
VILLAGE @ PASIR PANJANG,"1,905,000","1,485.43","1,282",Jun-24,PASIR PANJANG ROAD,Resale,Strata,138,"13,804",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
CLAVON,"1,080,000",527.44,"2,048",Jun-24,CLEMENTI AVENUE 1,Sub Sale,Strata,49,"22,041",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
PARC CLEMATIS,"1,415,000",710.42,"1,992",Jun-24,JALAN LEMPENG,Sub Sale,Strata,66,"21,439",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
THE TRILINQ,"1,330,000",699.66,"1,901",Jun-24,JALAN LEMPENG,Resale,Strata,65,"20,462",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,26 to 30
PARC RIVIERA,"1,925,000","1,184.04","1,626",Jun-24,WEST COAST VALE,Resale,Strata,110,"17,500",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,01 to 05
PARC CLEMATIS,"1,505,000",721.19,"2,087",Jun-24,JALAN LEMPENG,Sub Sale,Strata,67,"22,463",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
CLAVON,"1,150,000",527.44,"2,180",Jun-24,CLEMENTI AVENUE 1,Sub Sale,Strata,49,"23,469",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"2,452,000","1,280.92","1,914",Jun-24,CLEMENTI AVENUE 1,Sub Sale,Strata,119,"20,605",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
PARC CLEMATIS,"1,478,000",721.19,"2,049",Jun-24,JALAN LEMPENG,Sub Sale,Strata,67,"22,060",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
CARABELLE,"1,980,000","1,130.22","1,752",Jun-24,WEST COAST WAY,Resale,Strata,105,"18,857",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
PARC CLEMATIS,"1,765,000",828.83,"2,130",Jun-24,JALAN LEMPENG,Sub Sale,Strata,77,"22,922",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
ONE-NORTH RESIDENCES,"1,760,000",979.52,"1,797",Jun-24,ONE-NORTH GATEWAY,Resale,Strata,91,"19,341",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
BLUE HORIZON,"1,605,000","1,162.51","1,381",Jun-24,WEST COAST CRESCENT,Resale,Strata,108,"14,861",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,06 to 10
PARC RIVIERA,"908,000",602.78,"1,506",Jun-24,WEST COAST VALE,Resale,Strata,56,"16,214",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,01 to 05
WEST BAY CONDOMINIUM,"1,613,800","1,442.38","1,119",Jun-24,WEST COAST CRESCENT,Resale,Strata,134,"12,043",-,Condominium,1,99 yrs lease commencing from 1991,05,Outside Central Region,01 to 05
PARC RIVIERA,"1,017,000",645.84,"1,575",Jun-24,WEST COAST VALE,Resale,Strata,60,"16,950",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,26 to 30
NORMANTON PARK,"1,470,000",721.19,"2,038",Jun-24,NORMANTON PARK,Sub Sale,Strata,67,"21,940",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
PARC RIVIERA,"1,768,000",990.29,"1,785",Jun-24,WEST COAST VALE,Resale,Strata,92,"19,217",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,16 to 20
MONTEREY PARK CONDOMINIUM,"2,350,000","1,367.03","1,719",Jun-24,WEST COAST RISE,Resale,Strata,127,"18,504",-,Condominium,1,999 yrs lease commencing from 1885,05,Outside Central Region,01 to 05
REGENT PARK,"1,580,000","1,205.57","1,311",May-24,JALAN LEMPENG,Resale,Strata,112,"14,107",-,Condominium,1,99 yrs lease commencing from 1993,05,Outside Central Region,06 to 10
NORMANTON PARK,"2,320,000","1,065.64","2,177",May-24,NORMANTON PARK,Sub Sale,Strata,99,"23,434",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
WHISTLER GRAND,"2,000,000","1,065.64","1,877",May-24,WEST COAST VALE,Resale,Strata,99,"20,202",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,36 to 40
DOVER PARKVIEW,"1,820,000","1,248.62","1,458",May-24,DOVER RISE,Resale,Strata,116,"15,690",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,11 to 15
WEST BAY CONDOMINIUM,"1,030,000",893.41,"1,153",May-24,WEST COAST CRESCENT,Resale,Strata,83,"12,410",-,Condominium,1,99 yrs lease commencing from 1991,05,Outside Central Region,01 to 05
THE TRILINQ,"1,880,000","1,044.11","1,801",May-24,JALAN LEMPENG,Resale,Strata,97,"19,381",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,06 to 10
TWIN VEW,"2,000,000","1,140.98","1,753",May-24,WEST COAST VALE,Resale,Strata,106,"18,868",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,11 to 15
PARC CLEMATIS,"1,310,000",688.9,"1,902",May-24,JALAN LEMPENG,Sub Sale,Strata,64,"20,469",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
NORMANTON PARK,"2,422,000","1,097.93","2,206",May-24,NORMANTON PARK,Sub Sale,Strata,102,"23,745",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
THE PEAK@BALMEG,"2,710,000","1,506.96","1,798",May-24,BALMEG HILL,Resale,Strata,140,"19,357",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
SEAHILL,"800,000",516.67,"1,548",May-24,WEST COAST CRESCENT,Resale,Strata,48,"16,667",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,16 to 20
PARC CLEMATIS,"1,940,000",914.94,"2,120",May-24,JALAN LEMPENG,Sub Sale,Strata,85,"22,824",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
PARC CLEMATIS,"1,380,000",731.95,"1,885",May-24,JALAN LEMPENG,Sub Sale,Strata,68,"20,294",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
TWIN VEW,"1,960,000","1,065.64","1,839",May-24,WEST COAST VALE,Resale,Strata,99,"19,798",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,16 to 20
PARC RIVIERA,"988,888",602.78,"1,641",May-24,WEST COAST VALE,Resale,Strata,56,"17,659",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
REGENT PARK,"1,680,000","1,140.98","1,472",May-24,JALAN LEMPENG,Resale,Strata,106,"15,849",-,Condominium,1,99 yrs lease commencing from 1993,05,Outside Central Region,01 to 05
THE MAYLEA,"2,600,000","1,743.77","1,491",May-24,PASIR PANJANG ROAD,Resale,Strata,162,"16,049",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE GRANDHILL,"2,240,000","1,302.44","1,720",May-24,PASIR PANJANG HILL,Resale,Strata,121,"18,512",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
NORMANTON PARK,"1,310,000",635.08,"2,063",May-24,NORMANTON PARK,Sub Sale,Strata,59,"22,203",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
THE CLEMENT CANOPY,"2,175,000","1,108.69","1,962",May-24,CLEMENTI AVENUE 1,Resale,Strata,103,"21,117",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,26 to 30
ONE-NORTH RESIDENCES,"2,650,000","1,614.6","1,641",May-24,ONE-NORTH GATEWAY,Resale,Strata,150,"17,667",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
THE PEAK@BALMEG,"4,900,000","3,067.74","1,597",May-24,BALMEG HILL,Resale,Strata,285,"17,193",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
WEST BAY CONDOMINIUM,"1,000,000",936.47,"1,068",May-24,WEST COAST CRESCENT,Resale,Strata,87,"11,494",-,Condominium,1,99 yrs lease commencing from 1991,05,Outside Central Region,01 to 05
REGENT PARK,"1,072,000",807.3,"1,328",May-24,JALAN LEMPENG,Resale,Strata,75,"14,293",-,Condominium,1,99 yrs lease commencing from 1993,05,Outside Central Region,06 to 10
PARC CLEMATIS,"1,455,000",710.42,"2,048",May-24,JALAN LEMPENG,Sub Sale,Strata,66,"22,045",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
WHITEHAVEN,"1,128,000",613.55,"1,838",May-24,PASIR PANJANG ROAD,Resale,Strata,57,"19,789",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
ONE-NORTH EDEN,"3,280,000","1,410.08","2,326",May-24,SLIM BARRACKS RISE,Sub Sale,Strata,131,"25,038",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
PARC CLEMATIS,"1,550,000",742.72,"2,087",May-24,JALAN LEMPENG,Sub Sale,Strata,69,"22,464",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
NEWEST,"1,050,000",678.13,"1,548",May-24,WEST COAST DRIVE,Resale,Strata,63,"16,667",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
THE TRILINQ,"2,190,000","1,356.26","1,615",May-24,JALAN LEMPENG,Resale,Strata,126,"17,381",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,11 to 15
NORMANTON PARK,"1,550,000",731.95,"2,118",May-24,NORMANTON PARK,Sub Sale,Strata,68,"22,794",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
NORMANTON PARK,"2,800,000","1,334.74","2,098",May-24,NORMANTON PARK,Sub Sale,Strata,124,"22,581",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
PARC RIVIERA,"980,000",602.78,"1,626",May-24,WEST COAST VALE,Resale,Strata,56,"17,500",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,26 to 30
THE MAYLEA,"2,060,000","1,205.57","1,709",May-24,PASIR PANJANG ROAD,Resale,Strata,112,"18,393",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE ROCHESTER RESIDENCES,"1,930,000","1,216.33","1,587",May-24,ROCHESTER DRIVE,Resale,Strata,113,"17,080",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,11 to 15
THE TRILINQ,"2,350,000","1,345.5","1,747",May-24,JALAN LEMPENG,Resale,Strata,125,"18,800",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,26 to 30
THE SORRENTO,"1,888,888","1,431.61","1,319",May-24,WEST COAST ROAD,Resale,Strata,133,"14,202",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
CLAVON,"1,580,000",764.24,"2,067",May-24,CLEMENTI AVENUE 1,Sub Sale,Strata,71,"22,254",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
NEWEST,"1,308,800",893.41,"1,465",May-24,WEST COAST DRIVE,Resale,Strata,83,"15,769",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
THE TRILINQ,"1,800,000",914.94,"1,967",May-24,JALAN LEMPENG,Resale,Strata,85,"21,176",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,31 to 35
THE VERANDAH RESIDENCES,"2,423,000","1,248.62","1,941",May-24,PASIR PANJANG ROAD,Resale,Strata,116,"20,888",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
PARC CLEMATIS,"922,000",452.09,"2,039",May-24,JALAN LEMPENG,Sub Sale,Strata,42,"21,952",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
HERITAGE VIEW,"2,300,000","1,313.21","1,751",May-24,DOVER RISE,Resale,Strata,122,"18,852",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,16 to 20
KENT RIDGE HILL RESIDENCES,"1,276,800",645.84,"1,977",May-24,SOUTH BUONA VISTA ROAD,Sub Sale,Strata,60,"21,280",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
WESTCOVE CONDOMINIUM,"1,380,000","1,205.57","1,145",May-24,WEST COAST CRESCENT,Resale,Strata,112,"12,321",-,Condominium,1,99 yrs lease commencing from 1995,05,Outside Central Region,06 to 10
VARSITY PARK CONDOMINIUM,"2,730,000","2,152.8","1,268",May-24,WEST COAST ROAD,Resale,Strata,200,"13,650",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
ONE-NORTH RESIDENCES,"1,900,000","1,108.69","1,714",May-24,ONE-NORTH GATEWAY,Resale,Strata,103,"18,447",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
SEAHILL,"818,000",505.91,"1,617",May-24,WEST COAST CRESCENT,Resale,Strata,47,"17,404",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,06 to 10
THE CLEMENT CANOPY,"1,230,000",635.08,"1,937",May-24,CLEMENTI AVENUE 1,Resale,Strata,59,"20,847",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,36 to 40
DOVER PARKVIEW,"1,368,000",968.76,"1,412",May-24,DOVER RISE,Resale,Strata,90,"15,200",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,06 to 10
WEST BAY CONDOMINIUM,"1,450,000","1,216.33","1,192",May-24,WEST COAST CRESCENT,Resale,Strata,113,"12,832",-,Condominium,1,99 yrs lease commencing from 1991,05,Outside Central Region,01 to 05
CLAVON,"1,905,000",958,"1,989",May-24,CLEMENTI AVENUE 1,Sub Sale,Strata,89,"21,404",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
NORMANTON PARK,"1,530,000",764.24,"2,002",May-24,NORMANTON PARK,Sub Sale,Strata,71,"21,549",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
THE CLEMENT CANOPY,"1,320,000",710.42,"1,858",May-24,CLEMENTI AVENUE 1,Resale,Strata,66,"20,000",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,11 to 15
PALM MANSIONS,"1,760,000","1,367.03","1,287",May-24,PASIR PANJANG ROAD,Resale,Strata,127,"13,858",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
NORMANTON PARK,"1,560,000",764.24,"2,041",May-24,NORMANTON PARK,Sub Sale,Strata,71,"21,972",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
CLAVON,"1,414,000",764.24,"1,850",May-24,CLEMENTI AVENUE 1,Sub Sale,Strata,71,"19,915",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
KENT RIDGE HILL RESIDENCES,"948,000",473.62,"2,002",May-24,SOUTH BUONA VISTA ROAD,Sub Sale,Strata,44,"21,545",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
WHISTLER GRAND,"840,000",441.32,"1,903",May-24,WEST COAST VALE,Resale,Strata,41,"20,488",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,31 to 35
VILLAGE @ PASIR PANJANG,"1,485,000",839.59,"1,769",May-24,PASIR PANJANG ROAD,Resale,Strata,78,"19,038",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE VERANDAH RESIDENCES,"1,980,000",936.47,"2,114",May-24,PASIR PANJANG ROAD,Resale,Strata,87,"22,759",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
HERITAGE VIEW,"1,875,000","1,162.51","1,613",May-24,DOVER RISE,Resale,Strata,108,"17,361",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,11 to 15
THE TRILINQ,"2,118,000","1,108.69","1,910",May-24,JALAN LEMPENG,Resale,Strata,103,"20,563",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,06 to 10
THE VISION,"1,297,000",818.06,"1,585",May-24,WEST COAST CRESCENT,Resale,Strata,76,"17,066",-,Condominium,1,99 yrs lease commencing from 2008,05,Outside Central Region,11 to 15
PARC CLEMATIS,"935,000",516.67,"1,810",May-24,JALAN LEMPENG,Sub Sale,Strata,48,"19,479",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
WHITEHAVEN,"1,100,000",635.08,"1,732",May-24,PASIR PANJANG ROAD,Resale,Strata,59,"18,644",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
BOTANNIA,"2,475,000","1,582.31","1,564",May-24,WEST COAST PARK,Resale,Strata,147,"16,837",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
CLAVON,"2,330,888","1,130.22","2,062",May-24,CLEMENTI AVENUE 1,Sub Sale,Strata,105,"22,199",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
PASIR VIEW PARK,"2,230,000","1,506.96","1,480",May-24,PASIR PANJANG ROAD,Resale,Strata,140,"15,929",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
PARC CLEMATIS,"1,760,000",828.83,"2,123",May-24,JALAN LEMPENG,Sub Sale,Strata,77,"22,857",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
PARC CLEMATIS,"2,170,000","1,044.11","2,078",May-24,JALAN LEMPENG,Sub Sale,Strata,97,"22,371",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
PARC CLEMATIS,"1,270,000",688.9,"1,844",May-24,JALAN LEMPENG,Sub Sale,Strata,64,"19,844",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CARABELLE,"2,257,000","1,259.39","1,792",May-24,WEST COAST WAY,Resale,Strata,117,"19,291",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,11 to 15
THE MAYLEA,"2,000,000","1,259.39","1,588",May-24,PASIR PANJANG ROAD,Resale,Strata,117,"17,094",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE ROCHESTER RESIDENCES,"1,938,000","1,205.57","1,608",May-24,ROCHESTER DRIVE,Resale,Strata,112,"17,304",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,11 to 15
HERITAGE VIEW,"1,850,000","1,162.51","1,591",May-24,DOVER RISE,Resale,Strata,108,"17,130",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,16 to 20
PARC CLEMATIS,"1,910,000",893.41,"2,138",May-24,JALAN LEMPENG,Sub Sale,Strata,83,"23,012",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
THE TRILINQ,"2,000,000","1,108.69","1,804",May-24,JALAN LEMPENG,Resale,Strata,103,"19,417",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,06 to 10
CLAVON,"1,500,000",764.24,"1,963",May-24,CLEMENTI AVENUE 1,Sub Sale,Strata,71,"21,127",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
